word,level,status,mastery,last_seen,scene,source
accumulate,C1,new,0,,,Oxford5000
accumulation,C1,new,0,,,Oxford5000
accusation,C1,new,0,,,Oxford5000
accused,C1,new,0,,,Oxford5000
acquisition,C1,new,0,,,Oxford5000
activation,C1,new,0,,,Oxford5000
activist,C1,new,0,,,Oxford5000
acute,C1,new,0,,,Oxford5000
adaptation,C1,new,0,,,Oxford5000
adhere,C1,new,0,,,Oxford5000
adjacent,C1,new,0,,,Oxford5000
adjustment,C1,new,0,,,Oxford5000
administer,C1,new,0,,,Oxford5000
administrative,C1,new,0,,,Oxford5000
administrator,C1,new,0,,,Oxford5000
admission,C1,new,0,,,Oxford5000
adolescent,C1,new,0,,,Oxford5000
adoption,C1,new,0,,,Oxford5000
adverse,C1,new,0,,,Oxford5000
advocate,C1,new,0,,,Oxford5000
aesthetic,C1,new,0,,,Oxford5000
affection,C1,new,0,,,Oxford5000
aftermath,C1,new,0,,,Oxford5000
aggression,C1,new,0,,,Oxford5000
agricultural,C1,new,0,,,Oxford5000
aide,C1,new,0,,,Oxford5000
align,C1,new,0,,,Oxford5000
alignment,C1,new,0,,,Oxford5000
allegation,C1,new,0,,,Oxford5000
allege,C1,new,0,,,Oxford5000
allegedly,C1,new,0,,,Oxford5000
alliance,C1,new,0,,,Oxford5000
allocate,C1,new,0,,,Oxford5000
allocation,C1,new,0,,,Oxford5000
allowance,C1,new,0,,,Oxford5000
ally,C1,new,0,,,Oxford5000
aluminum,C1,new,0,,,Oxford5000
ambassador,C1,new,0,,,Oxford5000
amend,C1,new,0,,,Oxford5000
amendment,C1,new,0,,,Oxford5000
amid,C1,new,0,,,Oxford5000
analogy,C1,new,0,,,Oxford5000
anchor,C1,new,0,,,Oxford5000
angel,C1,new,0,,,Oxford5000
anonymous,C1,new,0,,,Oxford5000
apparatus,C1,new,0,,,Oxford5000
apparel,C1,new,0,,,Oxford5000
appealing,C1,new,0,,,Oxford5000
appetite,C1,new,0,,,Oxford5000
applaud,C1,new,0,,,Oxford5000
applicable,C1,new,0,,,Oxford5000
appoint,C1,new,0,,,Oxford5000
appreciation,C1,new,0,,,Oxford5000
arbitrary,C1,new,0,,,Oxford5000
architectural,C1,new,0,,,Oxford5000
archive,C1,new,0,,,Oxford5000
arena,C1,new,0,,,Oxford5000
arm,C1,new,0,,,Oxford5000
array,C1,new,0,,,Oxford5000
articulate,C1,new,0,,,Oxford5000
ash,C1,new,0,,,Oxford5000
aspiration,C1,new,0,,,Oxford5000
aspire,C1,new,0,,,Oxford5000
assassination,C1,new,0,,,Oxford5000
assault,C1,new,0,,,Oxford5000
assemble,C1,new,0,,,Oxford5000
assembly,C1,new,0,,,Oxford5000
assert,C1,new,0,,,Oxford5000
assertion,C1,new,0,,,Oxford5000
assurance,C1,new,0,,,Oxford5000
asylum,C1,new,0,,,Oxford5000
atrocity,C1,new,0,,,Oxford5000
attain,C1,new,0,,,Oxford5000
attendance,C1,new,0,,,Oxford5000
attribute,C1,new,0,,,Oxford5000
auction,C1,new,0,,,Oxford5000
audit,C1,new,0,,,Oxford5000
authentic,C1,new,0,,,Oxford5000
authorize,C1,new,0,,,Oxford5000
auto,C1,new,0,,,Oxford5000
autonomy,C1,new,0,,,Oxford5000
autumn,C1,new,0,,,Oxford5000
availability,C1,new,0,,,Oxford5000
await,C1,new,0,,,Oxford5000
backdrop,C1,new,0,,,Oxford5000
backing,C1,new,0,,,Oxford5000
backup,C1,new,0,,,Oxford5000
bail,C1,new,0,,,Oxford5000
ballot,C1,new,0,,,Oxford5000
bankruptcy,C1,new,0,,,Oxford5000
banner,C1,new,0,,,Oxford5000
bare,C1,new,0,,,Oxford5000
barrel,C1,new,0,,,Oxford5000
battlefield,C1,new,0,,,Oxford5000
bay,C1,new,0,,,Oxford5000
beam,C1,new,0,,,Oxford5000
beast,C1,new,0,,,Oxford5000
behalf,C1,new,0,,,Oxford5000
behavioral,C1,new,0,,,Oxford5000
beloved,C1,new,0,,,Oxford5000
bench,C1,new,0,,,Oxford5000
benchmark,C1,new,0,,,Oxford5000
beneath,C1,new,0,,,Oxford5000
beneficiary,C1,new,0,,,Oxford5000
betray,C1,new,0,,,Oxford5000
beverage,C1,new,0,,,Oxford5000
bind,C1,new,0,,,Oxford5000
biography,C1,new,0,,,Oxford5000
bishop,C1,new,0,,,Oxford5000
bizarre,C1,new,0,,,Oxford5000
blade,C1,new,0,,,Oxford5000
blast,C1,new,0,,,Oxford5000
bleed,C1,new,0,,,Oxford5000
blend,C1,new,0,,,Oxford5000
bless,C1,new,0,,,Oxford5000
blessing,C1,new,0,,,Oxford5000
boast,C1,new,0,,,Oxford5000
bonus,C1,new,0,,,Oxford5000
booking,C1,new,0,,,Oxford5000
boom,C1,new,0,,,Oxford5000
bounce,C1,new,0,,,Oxford5000
boundary,C1,new,0,,,Oxford5000
breach,C1,new,0,,,Oxford5000
breakdown,C1,new,0,,,Oxford5000
breakthrough,C1,new,0,,,Oxford5000
breed,C1,new,0,,,Oxford5000
broadband,C1,new,0,,,Oxford5000
browser,C1,new,0,,,Oxford5000
brutal,C1,new,0,,,Oxford5000
buddy,C1,new,0,,,Oxford5000
buffer,C1,new,0,,,Oxford5000
bulk,C1,new,0,,,Oxford5000
burden,C1,new,0,,,Oxford5000
bureaucracy,C1,new,0,,,Oxford5000
burial,C1,new,0,,,Oxford5000
burst,C1,new,0,,,Oxford5000
cabinet,C1,new,0,,,Oxford5000
calculation,C1,new,0,,,Oxford5000
canvas,C1,new,0,,,Oxford5000
capability,C1,new,0,,,Oxford5000
capitalism,C1,new,0,,,Oxford5000
capitalist,C1,new,0,,,Oxford5000
cargo,C1,new,0,,,Oxford5000
carriage,C1,new,0,,,Oxford5000
carve,C1,new,0,,,Oxford5000
casino,C1,new,0,,,Oxford5000
casualty,C1,new,0,,,Oxford5000
catalog,C1,new,0,,,Oxford5000
cater,C1,new,0,,,Oxford5000
cattle,C1,new,0,,,Oxford5000
caution,C1,new,0,,,Oxford5000
cautious,C1,new,0,,,Oxford5000
cease,C1,new,0,,,Oxford5000
cemetery,C1,new,0,,,Oxford5000
chamber,C1,new,0,,,Oxford5000
chaos,C1,new,0,,,Oxford5000
characterize,C1,new,0,,,Oxford5000
charm,C1,new,0,,,Oxford5000
charter,C1,new,0,,,Oxford5000
choir,C1,new,0,,,Oxford5000
chronic,C1,new,0,,,Oxford5000
chunk,C1,new,0,,,Oxford5000
circulate,C1,new,0,,,Oxford5000
circulation,C1,new,0,,,Oxford5000
citizenship,C1,new,0,,,Oxford5000
civic,C1,new,0,,,Oxford5000
clarity,C1,new,0,,,Oxford5000
clash,C1,new,0,,,Oxford5000
classification,C1,new,0,,,Oxford5000
cling,C1,new,0,,,Oxford5000
clinical,C1,new,0,,,Oxford5000
closure,C1,new,0,,,Oxford5000
cluster,C1,new,0,,,Oxford5000
coalition,C1,new,0,,,Oxford5000
coastal,C1,new,0,,,Oxford5000
cocktail,C1,new,0,,,Oxford5000
cognitive,C1,new,0,,,Oxford5000
coincide,C1,new,0,,,Oxford5000
collaborate,C1,new,0,,,Oxford5000
collaboration,C1,new,0,,,Oxford5000
collective,C1,new,0,,,Oxford5000
collision,C1,new,0,,,Oxford5000
colonial,C1,new,0,,,Oxford5000
columnist,C1,new,0,,,Oxford5000
combat,C1,new,0,,,Oxford5000
commence,C1,new,0,,,Oxford5000
commentary,C1,new,0,,,Oxford5000
commentator,C1,new,0,,,Oxford5000
commerce,C1,new,0,,,Oxford5000
commissioner,C1,new,0,,,Oxford5000
commodity,C1,new,0,,,Oxford5000
communist,C1,new,0,,,Oxford5000
companion,C1,new,0,,,Oxford5000
comparable,C1,new,0,,,Oxford5000
compassion,C1,new,0,,,Oxford5000
compel,C1,new,0,,,Oxford5000
compelling,C1,new,0,,,Oxford5000
compensate,C1,new,0,,,Oxford5000
compensation,C1,new,0,,,Oxford5000
competence,C1,new,0,,,Oxford5000
competent,C1,new,0,,,Oxford5000
compile,C1,new,0,,,Oxford5000
complement,C1,new,0,,,Oxford5000
complexity,C1,new,0,,,Oxford5000
compliance,C1,new,0,,,Oxford5000
complication,C1,new,0,,,Oxford5000
comply,C1,new,0,,,Oxford5000
composition,C1,new,0,,,Oxford5000
compromise,C1,new,0,,,Oxford5000
compute,C1,new,0,,,Oxford5000
conceal,C1,new,0,,,Oxford5000
concede,C1,new,0,,,Oxford5000
conceive,C1,new,0,,,Oxford5000
conception,C1,new,0,,,Oxford5000
concession,C1,new,0,,,Oxford5000
condemn,C1,new,0,,,Oxford5000
confer,C1,new,0,,,Oxford5000
confession,C1,new,0,,,Oxford5000
configuration,C1,new,0,,,Oxford5000
confine,C1,new,0,,,Oxford5000
confirmation,C1,new,0,,,Oxford5000
confront,C1,new,0,,,Oxford5000
confrontation,C1,new,0,,,Oxford5000
congratulate,C1,new,0,,,Oxford5000
congregation,C1,new,0,,,Oxford5000
congressional,C1,new,0,,,Oxford5000
conquer,C1,new,0,,,Oxford5000
conscience,C1,new,0,,,Oxford5000
consciousness,C1,new,0,,,Oxford5000
consecutive,C1,new,0,,,Oxford5000
consensus,C1,new,0,,,Oxford5000
consent,C1,new,0,,,Oxford5000
conserve,C1,new,0,,,Oxford5000
consistency,C1,new,0,,,Oxford5000
consolidate,C1,new,0,,,Oxford5000
constitute,C1,new,0,,,Oxford5000
constitution,C1,new,0,,,Oxford5000
constitutional,C1,new,0,,,Oxford5000
constraint,C1,new,0,,,Oxford5000
consultation,C1,new,0,,,Oxford5000
contemplate,C1,new,0,,,Oxford5000
contempt,C1,new,0,,,Oxford5000
contend,C1,new,0,,,Oxford5000
contender,C1,new,0,,,Oxford5000
contention,C1,new,0,,,Oxford5000
continually,C1,new,0,,,Oxford5000
contractor,C1,new,0,,,Oxford5000
contradiction,C1,new,0,,,Oxford5000
contributor,C1,new,0,,,Oxford5000
conversion,C1,new,0,,,Oxford5000
convict,C1,new,0,,,Oxford5000
conviction,C1,new,0,,,Oxford5000
cooperate,C1,new,0,,,Oxford5000
cooperative,C1,new,0,,,Oxford5000
coordinate,C1,new,0,,,Oxford5000
coordination,C1,new,0,,,Oxford5000
coordinator,C1,new,0,,,Oxford5000
copper,C1,new,0,,,Oxford5000
copyright,C1,new,0,,,Oxford5000
correction,C1,new,0,,,Oxford5000
correlate,C1,new,0,,,Oxford5000
correlation,C1,new,0,,,Oxford5000
correspond,C1,new,0,,,Oxford5000
correspondence,C1,new,0,,,Oxford5000
correspondent,C1,new,0,,,Oxford5000
corresponding,C1,new,0,,,Oxford5000
corrupt,C1,new,0,,,Oxford5000
corruption,C1,new,0,,,Oxford5000
costly,C1,new,0,,,Oxford5000
councilor,C1,new,0,,,Oxford5000
counseling,C1,new,0,,,Oxford5000
counselor,C1,new,0,,,Oxford5000
counterpart,C1,new,0,,,Oxford5000
countless,C1,new,0,,,Oxford5000
coup,C1,new,0,,,Oxford5000
courtesy,C1,new,0,,,Oxford5000
crawl,C1,new,0,,,Oxford5000
creator,C1,new,0,,,Oxford5000
credibility,C1,new,0,,,Oxford5000
credible,C1,new,0,,,Oxford5000
creep,C1,new,0,,,Oxford5000
critique,C1,new,0,,,Oxford5000
crown,C1,new,0,,,Oxford5000
crude,C1,new,0,,,Oxford5000
crush,C1,new,0,,,Oxford5000
crystal,C1,new,0,,,Oxford5000
cultivate,C1,new,0,,,Oxford5000
curiosity,C1,new,0,,,Oxford5000
custody,C1,new,0,,,Oxford5000
cutting,C1,new,0,,,Oxford5000
cynical,C1,new,0,,,Oxford5000
dam,C1,new,0,,,Oxford5000
damaging,C1,new,0,,,Oxford5000
dawn,C1,new,0,,,Oxford5000
debris,C1,new,0,,,Oxford5000
debut,C1,new,0,,,Oxford5000
decision-making,C1,new,0,,,Oxford5000
decisive,C1,new,0,,,Oxford5000
declaration,C1,new,0,,,Oxford5000
dedicated,C1,new,0,,,Oxford5000
dedication,C1,new,0,,,Oxford5000
deed,C1,new,0,,,Oxford5000
deem,C1,new,0,,,Oxford5000
default,C1,new,0,,,Oxford5000
defect,C1,new,0,,,Oxford5000
defensive,C1,new,0,,,Oxford5000
deficiency,C1,new,0,,,Oxford5000
deficit,C1,new,0,,,Oxford5000
defy,C1,new,0,,,Oxford5000
delegate,C1,new,0,,,Oxford5000
delegation,C1,new,0,,,Oxford5000
delicate,C1,new,0,,,Oxford5000
demon,C1,new,0,,,Oxford5000
denial,C1,new,0,,,Oxford5000
denounce,C1,new,0,,,Oxford5000
dense,C1,new,0,,,Oxford5000
density,C1,new,0,,,Oxford5000
dependence,C1,new,0,,,Oxford5000
depict,C1,new,0,,,Oxford5000
deploy,C1,new,0,,,Oxford5000
deployment,C1,new,0,,,Oxford5000
deprive,C1,new,0,,,Oxford5000
deputy,C1,new,0,,,Oxford5000
descend,C1,new,0,,,Oxford5000
descent,C1,new,0,,,Oxford5000
designate,C1,new,0,,,Oxford5000
desirable,C1,new,0,,,Oxford5000
desktop,C1,new,0,,,Oxford5000
destructive,C1,new,0,,,Oxford5000
detain,C1,new,0,,,Oxford5000
detection,C1,new,0,,,Oxford5000
detention,C1,new,0,,,Oxford5000
deteriorate,C1,new,0,,,Oxford5000
devastate,C1,new,0,,,Oxford5000
devil,C1,new,0,,,Oxford5000
devise,C1,new,0,,,Oxford5000
diagnose,C1,new,0,,,Oxford5000
diagnosis,C1,new,0,,,Oxford5000
dictate,C1,new,0,,,Oxford5000
dictator,C1,new,0,,,Oxford5000
differentiate,C1,new,0,,,Oxford5000
dignity,C1,new,0,,,Oxford5000
dilemma,C1,new,0,,,Oxford5000
dimension,C1,new,0,,,Oxford5000
diminish,C1,new,0,,,Oxford5000
dip,C1,new,0,,,Oxford5000
diplomat,C1,new,0,,,Oxford5000
diplomatic,C1,new,0,,,Oxford5000
directory,C1,new,0,,,Oxford5000
disastrous,C1,new,0,,,Oxford5000
discard,C1,new,0,,,Oxford5000
discharge,C1,new,0,,,Oxford5000
disclose,C1,new,0,,,Oxford5000
disclosure,C1,new,0,,,Oxford5000
discourse,C1,new,0,,,Oxford5000
discretion,C1,new,0,,,Oxford5000
discrimination,C1,new,0,,,Oxford5000
dismissal,C1,new,0,,,Oxford5000
displace,C1,new,0,,,Oxford5000
disposal,C1,new,0,,,Oxford5000
dispose,C1,new,0,,,Oxford5000
dispute,C1,new,0,,,Oxford5000
disrupt,C1,new,0,,,Oxford5000
disruption,C1,new,0,,,Oxford5000
dissolve,C1,new,0,,,Oxford5000
distinction,C1,new,0,,,Oxford5000
distinctive,C1,new,0,,,Oxford5000
distort,C1,new,0,,,Oxford5000
distress,C1,new,0,,,Oxford5000
disturbing,C1,new,0,,,Oxford5000
divert,C1,new,0,,,Oxford5000
divine,C1,new,0,,,Oxford5000
doctrine,C1,new,0,,,Oxford5000
documentation,C1,new,0,,,Oxford5000
domain,C1,new,0,,,Oxford5000
dominance,C1,new,0,,,Oxford5000
donor,C1,new,0,,,Oxford5000
dose,C1,new,0,,,Oxford5000
drain,C1,new,0,,,Oxford5000
drift,C1,new,0,,,Oxford5000
driving,C1,new,0,,,Oxford5000
drown,C1,new,0,,,Oxford5000
dual,C1,new,0,,,Oxford5000
dub,C1,new,0,,,Oxford5000
dumb,C1,new,0,,,Oxford5000
duo,C1,new,0,,,Oxford5000
earnings,C1,new,0,,,Oxford5000
ease,C1,new,0,,,Oxford5000
echo,C1,new,0,,,Oxford5000
ecological,C1,new,0,,,Oxford5000
educator,C1,new,0,,,Oxford5000
effectiveness,C1,new,0,,,Oxford5000
efficiency,C1,new,0,,,Oxford5000
ego,C1,new,0,,,Oxford5000
elaborate,C1,new,0,,,Oxford5000
electoral,C1,new,0,,,Oxford5000
elevate,C1,new,0,,,Oxford5000
eligible,C1,new,0,,,Oxford5000
elite,C1,new,0,,,Oxford5000
embark,C1,new,0,,,Oxford5000
embarrassment,C1,new,0,,,Oxford5000
embassy,C1,new,0,,,Oxford5000
embed,C1,new,0,,,Oxford5000
embody,C1,new,0,,,Oxford5000
emergence,C1,new,0,,,Oxford5000
empirical,C1,new,0,,,Oxford5000
empower,C1,new,0,,,Oxford5000
enact,C1,new,0,,,Oxford5000
encompass,C1,new,0,,,Oxford5000
encouragement,C1,new,0,,,Oxford5000
encouraging,C1,new,0,,,Oxford5000
endeavor,C1,new,0,,,Oxford5000
endless,C1,new,0,,,Oxford5000
endorse,C1,new,0,,,Oxford5000
endorsement,C1,new,0,,,Oxford5000
endure,C1,new,0,,,Oxford5000
enforce,C1,new,0,,,Oxford5000
enforcement,C1,new,0,,,Oxford5000
engagement,C1,new,0,,,Oxford5000
engaging,C1,new,0,,,Oxford5000
enrich,C1,new,0,,,Oxford5000
enroll,C1,new,0,,,Oxford5000
ensue,C1,new,0,,,Oxford5000
enterprise,C1,new,0,,,Oxford5000
enthusiast,C1,new,0,,,Oxford5000
entitle,C1,new,0,,,Oxford5000
entity,C1,new,0,,,Oxford5000
epidemic,C1,new,0,,,Oxford5000
equality,C1,new,0,,,Oxford5000
equation,C1,new,0,,,Oxford5000
erect,C1,new,0,,,Oxford5000
escalate,C1,new,0,,,Oxford5000
essence,C1,new,0,,,Oxford5000
establishment,C1,new,0,,,Oxford5000
eternal,C1,new,0,,,Oxford5000
evacuate,C1,new,0,,,Oxford5000
evoke,C1,new,0,,,Oxford5000
evolutionary,C1,new,0,,,Oxford5000
exaggerate,C1,new,0,,,Oxford5000
excellence,C1,new,0,,,Oxford5000
exceptional,C1,new,0,,,Oxford5000
exclusion,C1,new,0,,,Oxford5000
exclusive,C1,new,0,,,Oxford5000
exclusively,C1,new,0,,,Oxford5000
execute,C1,new,0,,,Oxford5000
execution,C1,new,0,,,Oxford5000
exert,C1,new,0,,,Oxford5000
exile,C1,new,0,,,Oxford5000
expenditure,C1,new,0,,,Oxford5000
experimental,C1,new,0,,,Oxford5000
expire,C1,new,0,,,Oxford5000
explicit,C1,new,0,,,Oxford5000
explicitly,C1,new,0,,,Oxford5000
exploitation,C1,new,0,,,Oxford5000
extremist,C1,new,0,,,Oxford5000
facilitate,C1,new,0,,,Oxford5000
faction,C1,new,0,,,Oxford5000
fade,C1,new,0,,,Oxford5000
fairness,C1,new,0,,,Oxford5000
fatal,C1,new,0,,,Oxford5000
fate,C1,new,0,,,Oxford5000
favorable,C1,new,0,,,Oxford5000
feat,C1,new,0,,,Oxford5000
felony,C1,new,0,,,Oxford5000
fiber,C1,new,0,,,Oxford5000
fierce,C1,new,0,,,Oxford5000
filmmaker,C1,new,0,,,Oxford5000
filter,C1,new,0,,,Oxford5000
fine,C1,new,0,,,Oxford5000
firearm,C1,new,0,,,Oxford5000
fiscal,C1,new,0,,,Oxford5000
fit,C1,new,0,,,Oxford5000
flaw,C1,new,0,,,Oxford5000
flawed,C1,new,0,,,Oxford5000
flee,C1,new,0,,,Oxford5000
fleet,C1,new,0,,,Oxford5000
flesh,C1,new,0,,,Oxford5000
flexibility,C1,new,0,,,Oxford5000
flourish,C1,new,0,,,Oxford5000
fluid,C1,new,0,,,Oxford5000
footage,C1,new,0,,,Oxford5000
foreigner,C1,new,0,,,Oxford5000
forge,C1,new,0,,,Oxford5000
formula,C1,new,0,,,Oxford5000
formulate,C1,new,0,,,Oxford5000
forth,C1,new,0,,,Oxford5000
forthcoming,C1,new,0,,,Oxford5000
foster,C1,new,0,,,Oxford5000
fragile,C1,new,0,,,Oxford5000
franchise,C1,new,0,,,Oxford5000
frankly,C1,new,0,,,Oxford5000
freshman,C1,new,0,,,Oxford5000
frustrated,C1,new,0,,,Oxford5000
frustrating,C1,new,0,,,Oxford5000
frustration,C1,new,0,,,Oxford5000
functional,C1,new,0,,,Oxford5000
fundraising,C1,new,0,,,Oxford5000
funeral,C1,new,0,,,Oxford5000
gambling,C1,new,0,,,Oxford5000
gathering,C1,new,0,,,Oxford5000
gaze,C1,new,0,,,Oxford5000
gear,C1,new,0,,,Oxford5000
generic,C1,new,0,,,Oxford5000
genocide,C1,new,0,,,Oxford5000
gig,C1,new,0,,,Oxford5000
glance,C1,new,0,,,Oxford5000
glimpse,C1,new,0,,,Oxford5000
glorious,C1,new,0,,,Oxford5000
glory,C1,new,0,,,Oxford5000
governance,C1,new,0,,,Oxford5000
grace,C1,new,0,,,Oxford5000
grasp,C1,new,0,,,Oxford5000
gravity,C1,new,0,,,Oxford5000
grid,C1,new,0,,,Oxford5000
grief,C1,new,0,,,Oxford5000
grin,C1,new,0,,,Oxford5000
grind,C1,new,0,,,Oxford5000
grip,C1,new,0,,,Oxford5000
gross,C1,new,0,,,Oxford5000
guerrilla,C1,new,0,,,Oxford5000
guidance,C1,new,0,,,Oxford5000
guilt,C1,new,0,,,Oxford5000
gut,C1,new,0,,,Oxford5000
hail,C1,new,0,,,Oxford5000
halfway,C1,new,0,,,Oxford5000
halt,C1,new,0,,,Oxford5000
handful,C1,new,0,,,Oxford5000
handling,C1,new,0,,,Oxford5000
handy,C1,new,0,,,Oxford5000
harassment,C1,new,0,,,Oxford5000
hardware,C1,new,0,,,Oxford5000
harmony,C1,new,0,,,Oxford5000
harsh,C1,new,0,,,Oxford5000
harvest,C1,new,0,,,Oxford5000
hatred,C1,new,0,,,Oxford5000
haunt,C1,new,0,,,Oxford5000
hazard,C1,new,0,,,Oxford5000
heighten,C1,new,0,,,Oxford5000
heritage,C1,new,0,,,Oxford5000
hierarchy,C1,new,0,,,Oxford5000
high-profile,C1,new,0,,,Oxford5000
hint,C1,new,0,,,Oxford5000
homeland,C1,new,0,,,Oxford5000
hopeful,C1,new,0,,,Oxford5000
horizon,C1,new,0,,,Oxford5000
horn,C1,new,0,,,Oxford5000
hostage,C1,new,0,,,Oxford5000
hostile,C1,new,0,,,Oxford5000
hostility,C1,new,0,,,Oxford5000
humanitarian,C1,new,0,,,Oxford5000
humanity,C1,new,0,,,Oxford5000
humble,C1,new,0,,,Oxford5000
hydrogen,C1,new,0,,,Oxford5000
identification,C1,new,0,,,Oxford5000
ideological,C1,new,0,,,Oxford5000
ideology,C1,new,0,,,Oxford5000
idiot,C1,new,0,,,Oxford5000
ignorance,C1,new,0,,,Oxford5000
imagery,C1,new,0,,,Oxford5000
immense,C1,new,0,,,Oxford5000
imminent,C1,new,0,,,Oxford5000
implementation,C1,new,0,,,Oxford5000
imprison,C1,new,0,,,Oxford5000
inability,C1,new,0,,,Oxford5000
inadequate,C1,new,0,,,Oxford5000
inappropriate,C1,new,0,,,Oxford5000
incarcerate,C1,new,0,,,Oxford5000
incarceration,C1,new,0,,,Oxford5000
incidence,C1,new,0,,,Oxford5000
inclined,C1,new,0,,,Oxford5000
inclusion,C1,new,0,,,Oxford5000
incur,C1,new,0,,,Oxford5000
indicator,C1,new,0,,,Oxford5000
indictment,C1,new,0,,,Oxford5000
indigenous,C1,new,0,,,Oxford5000
induce,C1,new,0,,,Oxford5000
indulge,C1,new,0,,,Oxford5000
inequality,C1,new,0,,,Oxford5000
infamous,C1,new,0,,,Oxford5000
infant,C1,new,0,,,Oxford5000
infect,C1,new,0,,,Oxford5000
inflict,C1,new,0,,,Oxford5000
influential,C1,new,0,,,Oxford5000
inherent,C1,new,0,,,Oxford5000
inhibit,C1,new,0,,,Oxford5000
initiate,C1,new,0,,,Oxford5000
inject,C1,new,0,,,Oxford5000
injection,C1,new,0,,,Oxford5000
injustice,C1,new,0,,,Oxford5000
inmate,C1,new,0,,,Oxford5000
inquire,C1,new,0,,,Oxford5000
insertion,C1,new,0,,,Oxford5000
insider,C1,new,0,,,Oxford5000
inspect,C1,new,0,,,Oxford5000
inspection,C1,new,0,,,Oxford5000
inspiration,C1,new,0,,,Oxford5000
instinct,C1,new,0,,,Oxford5000
institutional,C1,new,0,,,Oxford5000
instruct,C1,new,0,,,Oxford5000
instrumental,C1,new,0,,,Oxford5000
insufficient,C1,new,0,,,Oxford5000
insult,C1,new,0,,,Oxford5000
intact,C1,new,0,,,Oxford5000
intake,C1,new,0,,,Oxford5000
integral,C1,new,0,,,Oxford5000
integrated,C1,new,0,,,Oxford5000
integration,C1,new,0,,,Oxford5000
integrity,C1,new,0,,,Oxford5000
intensify,C1,new,0,,,Oxford5000
intensity,C1,new,0,,,Oxford5000
intensive,C1,new,0,,,Oxford5000
intent,C1,new,0,,,Oxford5000
interactive,C1,new,0,,,Oxford5000
interface,C1,new,0,,,Oxford5000
interfere,C1,new,0,,,Oxford5000
interference,C1,new,0,,,Oxford5000
interim,C1,new,0,,,Oxford5000
intermediate,C1,new,0,,,Oxford5000
intersection,C1,new,0,,,Oxford5000
intervene,C1,new,0,,,Oxford5000
intervention,C1,new,0,,,Oxford5000
intimate,C1,new,0,,,Oxford5000
intriguing,C1,new,0,,,Oxford5000
inventory,C1,new,0,,,Oxford5000
investigator,C1,new,0,,,Oxford5000
invisible,C1,new,0,,,Oxford5000
invoke,C1,new,0,,,Oxford5000
involvement,C1,new,0,,,Oxford5000
ironic,C1,new,0,,,Oxford5000
ironically,C1,new,0,,,Oxford5000
irony,C1,new,0,,,Oxford5000
irrelevant,C1,new,0,,,Oxford5000
isolation,C1,new,0,,,Oxford5000
judicial,C1,new,0,,,Oxford5000
jurisdiction,C1,new,0,,,Oxford5000
just,C1,new,0,,,Oxford5000
justification,C1,new,0,,,Oxford5000
keen,C1,new,0,,,Oxford5000
kidnap,C1,new,0,,,Oxford5000
kidney,C1,new,0,,,Oxford5000
kingdom,C1,new,0,,,Oxford5000
landlord,C1,new,0,,,Oxford5000
landmark,C1,new,0,,,Oxford5000
lap,C1,new,0,,,Oxford5000
large-scale,C1,new,0,,,Oxford5000
laser,C1,new,0,,,Oxford5000
lawmaker,C1,new,0,,,Oxford5000
lawn,C1,new,0,,,Oxford5000
lawsuit,C1,new,0,,,Oxford5000
layout,C1,new,0,,,Oxford5000
leak,C1,new,0,,,Oxford5000
leap,C1,new,0,,,Oxford5000
legacy,C1,new,0,,,Oxford5000
legendary,C1,new,0,,,Oxford5000
legislation,C1,new,0,,,Oxford5000
legislative,C1,new,0,,,Oxford5000
legislature,C1,new,0,,,Oxford5000
legitimate,C1,new,0,,,Oxford5000
lengthy,C1,new,0,,,Oxford5000
lesbian,C1,new,0,,,Oxford5000
lesser,C1,new,0,,,Oxford5000
lethal,C1,new,0,,,Oxford5000
liable,C1,new,0,,,Oxford5000
liberation,C1,new,0,,,Oxford5000
liberty,C1,new,0,,,Oxford5000
lifelong,C1,new,0,,,Oxford5000
likelihood,C1,new,0,,,Oxford5000
limb,C1,new,0,,,Oxford5000
linear,C1,new,0,,,Oxford5000
lineup,C1,new,0,,,Oxford5000
linger,C1,new,0,,,Oxford5000
listing,C1,new,0,,,Oxford5000
liter,C1,new,0,,,Oxford5000
literacy,C1,new,0,,,Oxford5000
liver,C1,new,0,,,Oxford5000
lobby,C1,new,0,,,Oxford5000
log,C1,new,0,,,Oxford5000
logic,C1,new,0,,,Oxford5000
long-standing,C1,new,0,,,Oxford5000
longtime,C1,new,0,,,Oxford5000
loom,C1,new,0,,,Oxford5000
loop,C1,new,0,,,Oxford5000
loyalty,C1,new,0,,,Oxford5000
machinery,C1,new,0,,,Oxford5000
magical,C1,new,0,,,Oxford5000
magnetic,C1,new,0,,,Oxford5000
magnificent,C1,new,0,,,Oxford5000
magnitude,C1,new,0,,,Oxford5000
mainland,C1,new,0,,,Oxford5000
maintenance,C1,new,0,,,Oxford5000
mandate,C1,new,0,,,Oxford5000
mandatory,C1,new,0,,,Oxford5000
manifest,C1,new,0,,,Oxford5000
manipulate,C1,new,0,,,Oxford5000
manipulation,C1,new,0,,,Oxford5000
manuscript,C1,new,0,,,Oxford5000
march,C1,new,0,,,Oxford5000
marginal,C1,new,0,,,Oxford5000
marine,C1,new,0,,,Oxford5000
marketplace,C1,new,0,,,Oxford5000
mask,C1,new,0,,,Oxford5000
massacre,C1,new,0,,,Oxford5000
